MEASURE,REGION_TYPE,ASGS_2021,FREQ,TIME_PERIOD,value
ERP,SA2,123021437,A,2017,19517
ERP,SA2,123021437,A,2018,20333
ERP,SA2,123021437,A,2019,20925
ERP,SA2,123021437,A,2020,21720
ERP,SA2,123021437,A,2021,22283
ERP,SA2,123021437,A,2022,23012
ERP,SA2,123021437,A,2023,23776
ERP,SA2,123021437,A,2024,24423
ERP,SA2,123021437,A,2025,25009
ERP,SA2,123021443,A,2016,20502
ERP,SA2,123021443,A,2017,21104
ERP,SA2,123021443,A,2018,21662
ERP,SA2,123021443,A,2019,21997
ERP,SA2,123021443,A,2020,21862
ERP,SA2,123021443,A,2021,21524
ERP,SA2,123021443,A,2022,21502
ERP,SA2,123021443,A,2023,21779
ERP,SA2,123021443,A,2024,21978
ERP,SA2,123021443,A,2025,22005
ERP,SA2,123021705,A,2016,17001
ERP,SA2,123021705,A,2017,17099
ERP,SA2,123021705,A,2018,17164
ERP,SA2,123021705,A,2019,17142
ERP,SA2,123021705,A,2020,17016
ERP,SA2,123021705,A,2021,16803
ERP,SA2,123021705,A,2022,16812
ERP,SA2,123021705,A,2023,17122
ERP,SA2,123021705,A,2024,17199
ERP,SA2,123021705,A,2025,17248
ERP,SA2,124021456,A,2016,4
ERP,SA2,124021456,A,2017,5
ERP,SA2,124021456,A,2018,5
ERP,SA2,124021456,A,2019,6
ERP,SA2,124021456,A,2020,6
ERP,SA2,124021456,A,2021,7
ERP,SA2,124021456,A,2022,7
ERP,SA2,124021456,A,2023,7
ERP,SA2,124021456,A,2024,7
ERP,SA2,124021456,A,2025,7
ERP,SA2,124051469,A,2016,6669
ERP,SA2,124051469,A,2017,6666
ERP,SA2,124051469,A,2018,6674
ERP,SA2,124051469,A,2019,6639
ERP,SA2,124051469,A,2020,6605
ERP,SA2,124051469,A,2021,6520
ERP,SA2,124051469,A,2022,6509
ERP,SA2,124051469,A,2023,6452
ERP,SA2,124051469,A,2024,6464
ERP,SA2,124051469,A,2025,6450
ERP,SA2,125031479,A,2016,19196
ERP,SA2,125031479,A,2017,19706
ERP,SA2,125031479,A,2018,20134
ERP,SA2,125031479,A,2019,20518
ERP,SA2,125031479,A,2020,20833
ERP,SA2,125031479,A,2021,20934
ERP,SA2,125031479,A,2022,21031
ERP,SA2,125031479,A,2023,21401
ERP,SA2,125031479,A,2024,21698
ERP,SA2,125031479,A,2025,21806
ERP,SA2,125041588,A,2016,13289
ERP,SA2,125041588,A,2017,13689
ERP,SA2,125041588,A,2018,13917
ERP,SA2,125041588,A,2019,14103
ERP,SA2,125041588,A,2020,14207
ERP,SA2,125041588,A,2021,13994
ERP,SA2,125041588,A,2022,13838
ERP,SA2,125041588,A,2023,14142
ERP,SA2,125041588,A,2024,14342
ERP,SA2,125041588,A,2025,14465
ERP,SA2,126021722,A,2016,7249
ERP,SA2,126021722,A,2017,7250
ERP,SA2,126021722,A,2018,7247
ERP,SA2,126021722,A,2019,7239
ERP,SA2,126021722,A,2020,7165
ERP,SA2,126021722,A,2021,6986
ERP,SA2,126021722,A,2022,6968
ERP,SA2,126021722,A,2023,7083
ERP,SA2,126021722,A,2024,7142
ERP,SA2,126021722,A,2025,7196
ERP,SA2,128021608,A,2016,7451
ERP,SA2,128021608,A,2017,7447
ERP,SA2,128021608,A,2018,7439
ERP,SA2,128021608,A,2019,7424
ERP,SA2,128021608,A,2020,7402
ERP,SA2,128021608,A,2021,7357
ERP,SA2,128021608,A,2022,7358
ERP,SA2,128021608,A,2023,7377
ERP,SA2,128021608,A,2024,7424
ERP,SA2,128021608,A,2025,7464
ERP,SA2,201021012,A,2016,5761
ERP,SA2,201021012,A,2017,5870
ERP,SA2,201021012,A,2018,5996
ERP,SA2,201021012,A,2019,6122
ERP,SA2,201021012,A,2020,6247
ERP,SA2,201021012,A,2021,6340
ERP,SA2,201021012,A,2022,6369
ERP,SA2,201021012,A,2023,6390
ERP,SA2,201021012,A,2024,6506
ERP,SA2,201021012,A,2025,6557
ERP,SA2,203021039,A,2016,13077
ERP,SA2,203021039,A,2017,13207
ERP,SA2,203021039,A,2018,13337
ERP,SA2,203021039,A,2019,13439
ERP,SA2,203021039,A,2020,13498
ERP,SA2,203021039,A,2021,13487
ERP,SA2,203021039,A,2022,13521
ERP,SA2,203021039,A,2023,13623
ERP,SA2,203021039,A,2024,13690
ERP,SA2,203021039,A,2025,13719
ERP,SA2,203031053,A,2016,19131
ERP,SA2,203031053,A,2017,20046
ERP,SA2,203031053,A,2018,20996
ERP,SA2,203031053,A,2019,22149
ERP,SA2,203031053,A,2020,23346
ERP,SA2,203031053,A,2021,24636
ERP,SA2,203031053,A,2022,25439
ERP,SA2,203031053,A,2023,25996
ERP,SA2,203031053,A,2024,26368
ERP,SA2,203031053,A,2025,26581
ERP,SA2,206011107,A,2016,14523
ERP,SA2,206011107,A,2017,14556
ERP,SA2,206011107,A,2018,14695
ERP,SA2,206011107,A,2019,14854
ERP,SA2,206011107,A,2020,15010
ERP,SA2,206011107,A,2021,14497
ERP,SA2,206011107,A,2022,14619
ERP,SA2,206011107,A,2023,15115
ERP,SA2,206011107,A,2024,15538
ERP,SA2,206011107,A,2025,15988
ERP,SA2,206011497,A,2016,13286
ERP,SA2,206011497,A,2017,13332
ERP,SA2,206011497,A,2018,13379
ERP,SA2,206011497,A,2019,13397
ERP,SA2,206011497,A,2020,13265
ERP,SA2,206011497,A,2021,12675
ERP,SA2,206011497,A,2022,12901
ERP,SA2,206011497,A,2023,13482
ERP,SA2,206011497,A,2024,13887
ERP,SA2,206011497,A,2025,14457
ERP,SA2,206041120,A,2016,91
ERP,SA2,206041120,A,2017,88
ERP,SA2,206041120,A,2018,86
ERP,SA2,206041120,A,2019,83
ERP,SA2,206041120,A,2020,81
ERP,SA2,206041120,A,2021,78
ERP,SA2,206041120,A,2022,78
ERP,SA2,206041120,A,2023,78
ERP,SA2,206041120,A,2024,78
ERP,SA2,206041120,A,2025,78
ERP,SA2,206051134,A,2016,17613
ERP,SA2,206051134,A,2017,17568
ERP,SA2,206051134,A,2018,17655
ERP,SA2,206051134,A,2019,17715
ERP,SA2,206051134,A,2020,17259
ERP,SA2,206051134,A,2021,16073
ERP,SA2,206051134,A,2022,15951
ERP,SA2,206051134,A,2023,16707
ERP,SA2,206051134,A,2024,17237
ERP,SA2,206051134,A,2025,17380
ERP,SA2,208021177,A,2016,22288
ERP,SA2,208021177,A,2017,22849
ERP,SA2,208021177,A,2018,23040
ERP,SA2,208021177,A,2019,23169
ERP,SA2,208021177,A,2020,23399
ERP,SA2,208021177,A,2021,22723
ERP,SA2,208021177,A,2022,23013
ERP,SA2,208021177,A,2023,23895
ERP,SA2,208021177,A,2024,24395
ERP,SA2,208021177,A,2025,24635
ERP,SA2,208031191,A,2016,9253
ERP,SA2,208031191,A,2017,9397
ERP,SA2,208031191,A,2018,9460
ERP,SA2,208031191,A,2019,9536
ERP,SA2,208031191,A,2020,9450
ERP,SA2,208031191,A,2021,9197
ERP,SA2,208031191,A,2022,9209
ERP,SA2,208031191,A,2023,9414
ERP,SA2,208031191,A,2024,9679
ERP,SA2,208031191,A,2025,9826
ERP,SA2,209041216,A,2016,7959
ERP,SA2,209041216,A,2017,7987
ERP,SA2,209041216,A,2018,8005
ERP,SA2,209041216,A,2019,7876
ERP,SA2,209041216,A,2020,7760
ERP,SA2,209041216,A,2021,7424
ERP,SA2,209041216,A,2022,7467
ERP,SA2,209041216,A,2023,7749
ERP,SA2,209041216,A,2024,7966
ERP,SA2,209041216,A,2025,8014
ERP,SA2,209041223,A,2016,21485
ERP,SA2,209041223,A,2017,21490
ERP,SA2,209041223,A,2018,21458
ERP,SA2,209041223,A,2019,21367
ERP,SA2,209041223,A,2020,21173
ERP,SA2,209041223,A,2021,20201
ERP,SA2,209041223,A,2022,19959
ERP,SA2,209041223,A,2023,20162
ERP,SA2,209041223,A,2024,20484
ERP,SA2,209041223,A,2025,20595
ERP,SA2,210011226,A,2016,7903
ERP,SA2,210011226,A,2017,8019
ERP,SA2,210011226,A,2018,8169
ERP,SA2,210011226,A,2019,8390
ERP,SA2,210011226,A,2020,8362
ERP,SA2,210011226,A,2021,8240
ERP,SA2,210011226,A,2022,8273
ERP,SA2,210011226,A,2023,8437
ERP,SA2,210011226,A,2024,8612
ERP,SA2,210011226,A,2025,8783
ERP,SA2,210031535,A,2016,14757
ERP,SA2,210031535,A,2017,15080
ERP,SA2,210031535,A,2018,15411
ERP,SA2,210031535,A,2019,15554
ERP,SA2,210031535,A,2020,15565
ERP,SA2,210031535,A,2021,14980
ERP,SA2,210031535,A,2022,14830
ERP,SA2,210031535,A,2023,15381
ERP,SA2,210031535,A,2024,15671
ERP,SA2,210031535,A,2025,15762
ERP,SA2,210041541,A,2016,11586
ERP,SA2,210041541,A,2017,11689
ERP,SA2,210041541,A,2018,11737
ERP,SA2,210041541,A,2019,11789
ERP,SA2,210041541,A,2020,11547
ERP,SA2,210041541,A,2021,11271
ERP,SA2,210041541,A,2022,11131
ERP,SA2,210041541,A,2023,11355
ERP,SA2,210041541,A,2024,11368
ERP,SA2,210041541,A,2025,11497
ERP,SA2,211051275,A,2016,10266
ERP,SA2,211051275,A,2017,10678
ERP,SA2,211051275,A,2018,11046
ERP,SA2,211051275,A,2019,11468
ERP,SA2,211051275,A,2020,11767
ERP,SA2,211051275,A,2021,11876
ERP,SA2,211051275,A,2022,12079
ERP,SA2,211051275,A,2023,12373
ERP,SA2,211051275,A,2024,12483
ERP,SA2,211051275,A,2025,12603
ERP,SA2,211051279,A,2016,5827
ERP,SA2,211051279,A,2017,5859
ERP,SA2,211051279,A,2018,5865
ERP,SA2,211051279,A,2019,5852
ERP,SA2,211051279,A,2020,5878
ERP,SA2,211051279,A,2021,5859
ERP,SA2,211051279,A,2022,5778
ERP,SA2,211051279,A,2023,5782
ERP,SA2,211051279,A,2024,5808
ERP,SA2,211051279,A,2025,5840
ERP,SA2,212011552,A,2016,24642
ERP,SA2,212011552,A,2017,25636
ERP,SA2,212011552,A,2018,26346
ERP,SA2,212011552,A,2019,26963
ERP,SA2,212011552,A,2020,27387
ERP,SA2,212011552,A,2021,27171
ERP,SA2,212011552,A,2022,27436
ERP,SA2,212011552,A,2023,27966
ERP,SA2,212011552,A,2024,28162
ERP,SA2,212011552,A,2025,28194
ERP,SA2,213011329,A,2016,10206
ERP,SA2,213011329,A,2017,10362
ERP,SA2,213011329,A,2018,10444
ERP,SA2,213011329,A,2019,10452
ERP,SA2,213011329,A,2020,10510
ERP,SA2,213011329,A,2021,10142
ERP,SA2,213011329,A,2022,9989
ERP,SA2,213011329,A,2023,10071
ERP,SA2,213011329,A,2024,10009
ERP,SA2,213011329,A,2025,10035
ERP,SA2,213011334,A,2016,21064
ERP,SA2,213011334,A,2017,21463
ERP,SA2,213011334,A,2018,21726
ERP,SA2,213011334,A,2019,21850
ERP,SA2,213011334,A,2020,21663
ERP,SA2,213011334,A,2021,20838
ERP,SA2,213011334,A,2022,20288
ERP,SA2,213011334,A,2023,20708
ERP,SA2,213011334,A,2024,20921
ERP,SA2,213011334,A,2025,21020
ERP,SA2,213031347,A,2016,19224
ERP,SA2,213031347,A,2017,19557
ERP,SA2,213031347,A,2018,19700
ERP,SA2,213031347,A,2019,19811
ERP,SA2,213031347,A,2020,19901
ERP,SA2,213031347,A,2021,19359
ERP,SA2,213031347,A,2022,19488
ERP,SA2,213031347,A,2023,20151
ERP,SA2,213031347,A,2024,20607
ERP,SA2,213031347,A,2025,20916
ERP,SA2,213041574,A,2016,4560
ERP,SA2,213041574,A,2017,5799
ERP,SA2,213041574,A,2018,7015
ERP,SA2,213041574,A,2019,8001
ERP,SA2,213041574,A,2020,8767
ERP,SA2,213041574,A,2021,10239
ERP,SA2,213041574,A,2022,12954
ERP,SA2,213041574,A,2023,16374
ERP,SA2,213041574,A,2024,20675
ERP,SA2,213041574,A,2025,24739
ERP,SA2,213051582,A,2016,303
ERP,SA2,213051582,A,2017,1490
ERP,SA2,213051582,A,2018,3216
ERP,SA2,213051582,A,2019,5319
ERP,SA2,213051582,A,2020,7364
ERP,SA2,213051582,A,2021,10316
ERP,SA2,213051582,A,2022,13015
ERP,SA2,213051582,A,2023,15199
ERP,SA2,213051582,A,2024,17068
ERP,SA2,213051582,A,2025,19169
ERP,SA2,213051586,A,2016,1148
ERP,SA2,213051586,A,2017,2710
ERP,SA2,213051586,A,2018,4284
ERP,SA2,213051586,A,2019,6035
ERP,SA2,213051586,A,2020,7904
ERP,SA2,213051586,A,2021,9548
ERP,SA2,213051586,A,2022,11538
ERP,SA2,213051586,A,2023,12957
ERP,SA2,213051586,A,2024,14210
ERP,SA2,213051586,A,2025,15384
ERP,SA2,214021379,A,2016,22851
ERP,SA2,214021379,A,2017,23232
ERP,SA2,214021379,A,2018,23603
ERP,SA2,214021379,A,2019,23930
ERP,SA2,214021379,A,2020,24194
ERP,SA2,214021379,A,2021,24245
ERP,SA2,214021379,A,2022,24029
ERP,SA2,214021379,A,2023,23856
ERP,SA2,214021379,A,2024,23769
ERP,SA2,214021379,A,2025,23795
ERP,SA2,214021384,A,2016,21613
ERP,SA2,214021384,A,2017,22006
ERP,SA2,214021384,A,2018,22343
ERP,SA2,214021384,A,2019,22649
ERP,SA2,214021384,A,2020,22938
ERP,SA2,214021384,A,2021,23149
ERP,SA2,214021384,A,2022,22957
ERP,SA2,214021384,A,2023,23068
ERP,SA2,214021384,A,2024,23205
ERP,SA2,214021384,A,2025,23508
ERP,SA2,217011423,A,2016,6143
ERP,SA2,217011423,A,2017,6149
ERP,SA2,217011423,A,2018,6171
ERP,SA2,217011423,A,2019,6189
ERP,SA2,217011423,A,2020,6220
ERP,SA2,217011423,A,2021,6266
ERP,SA2,217011423,A,2022,6204
ERP,SA2,217011423,A,2023,6174
ERP,SA2,217011423,A,2024,6203
ERP,SA2,217011423,A,2025,6205
ERP,SA2,301021550,A,2016,2167
ERP,SA2,301021550,A,2017,2138
ERP,SA2,301021550,A,2018,2134
ERP,SA2,301021550,A,2019,2146
ERP,SA2,301021550,A,2020,2168
ERP,SA2,301021550,A,2021,2193
ERP,SA2,301021550,A,2022,2217
ERP,SA2,301021550,A,2023,2227
ERP,SA2,301021550,A,2024,2259
ERP,SA2,301021550,A,2025,2276
ERP,SA2,301031015,A,2016,7660
ERP,SA2,301031015,A,2017,7751
ERP,SA2,301031015,A,2018,7820
ERP,SA2,301031015,A,2019,7895
ERP,SA2,301031015,A,2020,8029
ERP,SA2,301031015,A,2021,7991
ERP,SA2,301031015,A,2022,7979
ERP,SA2,301031015,A,2023,8074
ERP,SA2,301031015,A,2024,8230
ERP,SA2,301031015,A,2025,8319
ERP,SA2,302021029,A,2016,6489
ERP,SA2,302021029,A,2017,6521
ERP,SA2,302021029,A,2018,6604
ERP,SA2,302021029,A,2019,6709
ERP,SA2,302021029,A,2020,6759
ERP,SA2,302021029,A,2021,6696
ERP,SA2,302021029,A,2022,6767
ERP,SA2,302021029,A,2023,6872
ERP,SA2,302021029,A,2024,7008
ERP,SA2,302021029,A,2025,7050
ERP,SA2,302021033,A,2016,7075
ERP,SA2,302021033,A,2017,7141
ERP,SA2,302021033,A,2018,7204
ERP,SA2,302021033,A,2019,7259
ERP,SA2,302021033,A,2020,7275
ERP,SA2,302021033,A,2021,7230
ERP,SA2,302021033,A,2022,7238
ERP,SA2,302021033,A,2023,7261
ERP,SA2,302021033,A,2024,7314
ERP,SA2,302021033,A,2025,7356
ERP,SA2,303031061,A,2016,6198
ERP,SA2,303031061,A,2017,6216
ERP,SA2,303031061,A,2018,6206
ERP,SA2,303031061,A,2019,6213
ERP,SA2,303031061,A,2020,6225
ERP,SA2,303031061,A,2021,6067
ERP,SA2,303031061,A,2022,6174
ERP,SA2,303031061,A,2023,6459
ERP,SA2,303031061,A,2024,6619
ERP,SA2,303031061,A,2025,6684
ERP,SA2,303051076,A,2016,9945
ERP,SA2,303051076,A,2017,10015
ERP,SA2,303051076,A,2018,10057
ERP,SA2,303051076,A,2019,10027
ERP,SA2,303051076,A,2020,9990
ERP,SA2,303051076,A,2021,9856
ERP,SA2,303051076,A,2022,9805
ERP,SA2,303051076,A,2023,9969
ERP,SA2,303051076,A,2024,10005
ERP,SA2,303051076,A,2025,10061
ERP,SA2,303061079,A,2016,9323
ERP,SA2,303061079,A,2017,9393
ERP,SA2,303061079,A,2018,9386
ERP,SA2,303061079,A,2019,9433
ERP,SA2,303061079,A,2020,9390
ERP,SA2,303061079,A,2021,9187
ERP,SA2,303061079,A,2022,9313
ERP,SA2,303061079,A,2023,9845
ERP,SA2,303061079,A,2024,10278
ERP,SA2,303061079,A,2025,10570
ERP,SA2,305031126,A,2016,10718
ERP,SA2,305031126,A,2017,10955
ERP,SA2,305031126,A,2018,11054
ERP,SA2,305031126,A,2019,11120
ERP,SA2,305031126,A,2020,10915
ERP,SA2,305031126,A,2021,10381
ERP,SA2,305031126,A,2022,10796
ERP,SA2,305031126,A,2023,11605
ERP,SA2,305031126,A,2024,12172
ERP,SA2,305031126,A,2025,12531
ERP,SA2,306031159,A,2016,9575
ERP,SA2,306031159,A,2017,9621
ERP,SA2,306031159,A,2018,9647
ERP,SA2,306031159,A,2019,9620
ERP,SA2,306031159,A,2020,9521
ERP,SA2,306031159,A,2021,9404
ERP,SA2,306031159,A,2022,9343
ERP,SA2,306031159,A,2023,9390
ERP,SA2,306031159,A,2024,9452
ERP,SA2,306031159,A,2025,9516
ERP,SA2,308031222,A,2016,8358
ERP,SA2,308031222,A,2017,8315
ERP,SA2,308031222,A,2018,8237
ERP,SA2,308031222,A,2019,8180
ERP,SA2,308031222,A,2020,8139
ERP,SA2,308031222,A,2021,8071
ERP,SA2,308031222,A,2022,8016
ERP,SA2,308031222,A,2023,8085
ERP,SA2,308031222,A,2024,8132
ERP,SA2,308031222,A,2025,8125
ERP,SA2,309031238,A,2016,19002
ERP,SA2,309031238,A,2017,19125
ERP,SA2,309031238,A,2018,19134
ERP,SA2,309031238,A,2019,19185
ERP,SA2,309031238,A,2020,19131
ERP,SA2,309031238,A,2021,18911
ERP,SA2,309031238,A,2022,18944
ERP,SA2,309031238,A,2023,19327
ERP,SA2,309031238,A,2024,19473
ERP,SA2,309031238,A,2025,19745
ERP,SA2,309041241,A,2016,4340
ERP,SA2,309041241,A,2017,4347
ERP,SA2,309041241,A,2018,4382
ERP,SA2,309041241,A,2019,4392
ERP,SA2,309041241,A,2020,4452
ERP,SA2,309041241,A,2021,4454
ERP,SA2,309041241,A,2022,4500
ERP,SA2,309041241,A,2023,4558
ERP,SA2,309041241,A,2024,4628
ERP,SA2,309041241,A,2025,4687
ERP,SA2,309071256,A,2016,16173
ERP,SA2,309071256,A,2017,16671
ERP,SA2,309071256,A,2018,17129
ERP,SA2,309071256,A,2019,17455
ERP,SA2,309071256,A,2020,17902
ERP,SA2,309071256,A,2021,18265
ERP,SA2,309071256,A,2022,18543
ERP,SA2,309071256,A,2023,19059
ERP,SA2,309071256,A,2024,19512
ERP,SA2,309071256,A,2025,19732
ERP,SA2,309091265,A,2016,8946
ERP,SA2,309091265,A,2017,8983
ERP,SA2,309091265,A,2018,9008
ERP,SA2,309091265,A,2019,9050
ERP,SA2,309091265,A,2020,9045
ERP,SA2,309091265,A,2021,8952
ERP,SA2,309091265,A,2022,8985
ERP,SA2,309091265,A,2023,9075
ERP,SA2,309091265,A,2024,9121
ERP,SA2,309091265,A,2025,9135
ERP,SA2,309101562,A,2016,13358
ERP,SA2,309101562,A,2017,13675
ERP,SA2,309101562,A,2018,13821
ERP,SA2,309101562,A,2019,13939
ERP,SA2,309101562,A,2020,14251
ERP,SA2,309101562,A,2021,14422
ERP,SA2,309101562,A,2022,15062
ERP,SA2,309101562,A,2023,15990
ERP,SA2,309101562,A,2024,16782
ERP,SA2,309101562,A,2025,17410
ERP,SA2,310011274,A,2016,18697
ERP,SA2,310011274,A,2017,19125
ERP,SA2,310011274,A,2018,19640
ERP,SA2,310011274,A,2019,20042
ERP,SA2,310011274,A,2020,20213
ERP,SA2,310011274,A,2021,20328
ERP,SA2,310011274,A,2022,20427
ERP,SA2,310011274,A,2023,21045
ERP,SA2,310011274,A,2024,21351
ERP,SA2,310011274,A,2025,21884
ERP,SA2,310031287,A,2016,18521
ERP,SA2,310031287,A,2017,18632
ERP,SA2,310031287,A,2018,18729
ERP,SA2,310031287,A,2019,18648
ERP,SA2,310031287,A,2020,18543
ERP,SA2,310031287,A,2021,18324
ERP,SA2,310031287,A,2022,18338
ERP,SA2,310031287,A,2023,18617
ERP,SA2,310031287,A,2024,18894
ERP,SA2,310031287,A,2025,19056
ERP,SA2,310031291,A,2016,7879
ERP,SA2,310031291,A,2017,8020
ERP,SA2,310031291,A,2018,8157
ERP,SA2,310031291,A,2019,8279
ERP,SA2,310031291,A,2020,8377
ERP,SA2,310031291,A,2021,8391
ERP,SA2,310031291,A,2022,8470
ERP,SA2,310031291,A,2023,8606
ERP,SA2,310031291,A,2024,8765
ERP,SA2,310031291,A,2025,8911
ERP,SA2,311031319,A,2016,16539
ERP,SA2,311031319,A,2017,16603
ERP,SA2,311031319,A,2018,16561
ERP,SA2,311031319,A,2019,16523
ERP,SA2,311031319,A,2020,16461
ERP,SA2,311031319,A,2021,16357
ERP,SA2,311031319,A,2022,16370
ERP,SA2,311031319,A,2023,16700
ERP,SA2,311031319,A,2024,17035
ERP,SA2,311031319,A,2025,17206
ERP,SA2,311061330,A,2016,10730
ERP,SA2,311061330,A,2017,10722
ERP,SA2,311061330,A,2018,10681
ERP,SA2,311061330,A,2019,10736
ERP,SA2,311061330,A,2020,10661
ERP,SA2,311061330,A,2021,10540
ERP,SA2,311061330,A,2022,10598
ERP,SA2,311061330,A,2023,10828
ERP,SA2,311061330,A,2024,11090
ERP,SA2,311061330,A,2025,11172
ERP,SA2,312021342,A,2016,15229
ERP,SA2,312021342,A,2017,15326
ERP,SA2,312021342,A,2018,15506
ERP,SA2,312021342,A,2019,15689
ERP,SA2,312021342,A,2020,15969
ERP,SA2,312021342,A,2021,16117
ERP,SA2,312021342,A,2022,16338
ERP,SA2,312021342,A,2023,16650
ERP,SA2,312021342,A,2024,16855
ERP,SA2,312021342,A,2025,17169
ERP,SA2,312021350,A,2016,5174
ERP,SA2,312021350,A,2017,5371
ERP,SA2,312021350,A,2018,5509
ERP,SA2,312021350,A,2019,5602
ERP,SA2,312021350,A,2020,5783
ERP,SA2,312021350,A,2021,6007
ERP,SA2,312021350,A,2022,6164
ERP,SA2,312021350,A,2023,6357
ERP,SA2,312021350,A,2024,6509
ERP,SA2,312021350,A,2025,6600
ERP,SA2,313041374,A,2016,4962
ERP,SA2,313041374,A,2017,5013
ERP,SA2,313041374,A,2018,5162
ERP,SA2,313041374,A,2019,5379
ERP,SA2,313041374,A,2020,5689
ERP,SA2,313041374,A,2021,5943
ERP,SA2,313041374,A,2022,6183
ERP,SA2,313041374,A,2023,6346
ERP,SA2,313041374,A,2024,6812
ERP,SA2,313041374,A,2025,7826
ERP,SA2,314021577,A,2016,21085
ERP,SA2,314021577,A,2017,21387
ERP,SA2,314021577,A,2018,21603
ERP,SA2,314021577,A,2019,21921
ERP,SA2,314021577,A,2020,22073
ERP,SA2,314021577,A,2021,22198
ERP,SA2,314021577,A,2022,22661
ERP,SA2,314021577,A,2023,22970
ERP,SA2,314021577,A,2024,23324
ERP,SA2,314021577,A,2025,23466
ERP,SA2,315011397,A,2016,1103
ERP,SA2,315011397,A,2017,1080
ERP,SA2,315011397,A,2018,1053
ERP,SA2,315011397,A,2019,1019
ERP,SA2,315011397,A,2020,1000
ERP,SA2,315011397,A,2021,993
ERP,SA2,315011397,A,2022,986
ERP,SA2,315011397,A,2023,992
ERP,SA2,315011397,A,2024,991
ERP,SA2,315011397,A,2025,1000
ERP,SA2,315031412,A,2016,3727
ERP,SA2,315031412,A,2017,3661
ERP,SA2,315031412,A,2018,3653
ERP,SA2,315031412,A,2019,3654
ERP,SA2,315031412,A,2020,3651
ERP,SA2,315031412,A,2021,3691
ERP,SA2,315031412,A,2022,3719
ERP,SA2,315031412,A,2023,3733
ERP,SA2,315031412,A,2024,3745
ERP,SA2,315031412,A,2025,3741
ERP,SA2,316011414,A,2016,16794
ERP,SA2,316011414,A,2017,17113
ERP,SA2,316011414,A,2018,17349
ERP,SA2,316011414,A,2019,17614
ERP,SA2,316011414,A,2020,17586
ERP,SA2,316011414,A,2021,17790
ERP,SA2,316011414,A,2022,17902
ERP,SA2,316011414,A,2023,18132
ERP,SA2,316011414,A,2024,18260
ERP,SA2,316011414,A,2025,18362
ERP,SA2,316031428,A,2016,12168
ERP,SA2,316031428,A,2017,12360
ERP,SA2,316031428,A,2018,12539
ERP,SA2,316031428,A,2019,12617
ERP,SA2,316031428,A,2020,12628
ERP,SA2,316031428,A,2021,12631
ERP,SA2,316031428,A,2022,12631
ERP,SA2,316031428,A,2023,12894
ERP,SA2,316031428,A,2024,13040
ERP,SA2,316031428,A,2025,13101
ERP,SA2,316071546,A,2016,3876
ERP,SA2,316071546,A,2017,3989
ERP,SA2,316071546,A,2018,4127
ERP,SA2,316071546,A,2019,4220
ERP,SA2,316071546,A,2020,4334
ERP,SA2,316071546,A,2021,4436
ERP,SA2,316071546,A,2022,4513
ERP,SA2,316071546,A,2023,4609
ERP,SA2,316071546,A,2024,4676
ERP,SA2,316071546,A,2025,4731
ERP,SA2,318021479,A,2016,4788
ERP,SA2,318021479,A,2017,4811
ERP,SA2,318021479,A,2018,4755
ERP,SA2,318021479,A,2019,4757
ERP,SA2,318021479,A,2020,4754
ERP,SA2,318021479,A,2021,4769
ERP,SA2,318021479,A,2022,4756
ERP,SA2,318021479,A,2023,4749
ERP,SA2,318021479,A,2024,4748
ERP,SA2,318021479,A,2025,4743
ERP,SA2,319011492,A,2016,5332
ERP,SA2,319011492,A,2017,5428
ERP,SA2,319011492,A,2018,5524
ERP,SA2,319011492,A,2019,5613
ERP,SA2,319011492,A,2020,5632
ERP,SA2,319011492,A,2021,5698
ERP,SA2,319011492,A,2022,5782
ERP,SA2,319011492,A,2023,5888
ERP,SA2,319011492,A,2024,5908
ERP,SA2,319011492,A,2025,5891
ERP,SA2,319021508,A,2016,3870
ERP,SA2,319021508,A,2017,3839
ERP,SA2,319021508,A,2018,3779
ERP,SA2,319021508,A,2019,3730
ERP,SA2,319021508,A,2020,3707
ERP,SA2,319021508,A,2021,3694
ERP,SA2,319021508,A,2022,3711
ERP,SA2,319021508,A,2023,3751
ERP,SA2,319021508,A,2024,3801
ERP,SA2,319021508,A,2025,3841
ERP,SA2,319051522,A,2016,9693
ERP,SA2,319051522,A,2017,9759
ERP,SA2,319051522,A,2018,9896
ERP,SA2,319051522,A,2019,10078
ERP,SA2,319051522,A,2020,10373
ERP,SA2,319051522,A,2021,10678
ERP,SA2,319051522,A,2022,11003
ERP,SA2,319051522,A,2023,11347
ERP,SA2,319051522,A,2024,11582
ERP,SA2,319051522,A,2025,11970
ERP,SA2,319051526,A,2016,5505
ERP,SA2,319051526,A,2017,5599
ERP,SA2,319051526,A,2018,5701
ERP,SA2,319051526,A,2019,5829
ERP,SA2,319051526,A,2020,5890
ERP,SA2,319051526,A,2021,5910
ERP,SA2,319051526,A,2022,5960
ERP,SA2,319051526,A,2023,6028
ERP,SA2,319051526,A,2024,6147
ERP,SA2,319051526,A,2025,6176
ERP,SA2,401021004,A,2016,17966
ERP,SA2,401021004,A,2017,18013
ERP,SA2,401021004,A,2018,18080
ERP,SA2,401021004,A,2019,18171
ERP,SA2,401021004,A,2020,18276
ERP,SA2,401021004,A,2021,18404
ERP,SA2,401021004,A,2022,18477
ERP,SA2,401021004,A,2023,18680
ERP,SA2,401021004,A,2024,18874
ERP,SA2,401021004,A,2025,19039
